state_name,assembly_constituency_number,assembly_ constituency_name,candidate_name,sex,age,category,party_name,party_symbol,general_votes,postal_votes,secured_votes,percentage_votes_polled,total_voters
Maharashtra,8,Shindkheda,7 Bhausaheb Namdeo Pawar,MALE,34.0,SC,BSP,Elephant,1000,5.0,1005,0.501076941,327082.0
Maharashtra,8,Shindkheda,8 Salim Kasam Pinjari,MALE,60.0,GENERAL,IND,Sewing Machine,476,0.0,476,0.237325994,327082.0
Maharashtra,9,Shirpur ,1 Kashiram Vechan Pawara,MALE,53.0,ST,BJP,Lotus,119582,821.0,120403,56.76923222,320802.0
Maharashtra,9,Shirpur ,2 Dr. Jitendra Yuvraj Thakur,MALE,44.0,ST,IND,Whistle,70947,282.0,71229,33.58401071,320802.0
Maharashtra,9,Shirpur ,3 Ranjitsingh Bharatsingh Pawara,MALE,57.0,ST,INC,Hand,7715,39.0,7754,3.655960621,320802.0
Maharashtra,9,Shirpur ,5 Prof.Motilal Damu Sonawane,MALE,54.0,ST,VBA,Gas Cylinder,3503,31.0,3534,1.666258039,320802.0
Maharashtra,9,Shirpur ,6 Er. Vikas Kalidas Saindane,MALE,30.0,ST,CPI,Ears of Corn And Sickle,2127,0.0,2127,1.00286668,320802.0
Maharashtra,9,Shirpur ,7 Kishor Daulat Bhil,MALE,37.0,ST,MEP,Tractor Chalata Kissan,1853,7.0,1860,0.876977915,320802.0
Maharashtra,9,Shirpur ,8 Sukram Onkar Pawara,MALE,35.0,ST,BSP,Elephant,1356,1.0,1357,0.639816683,320802.0
Maharashtra,10,Chopda ,1 LATABAI CHANDRAKANT SONAWANE,FEMALE,48.0,ST,SHS,Bow and Arrow,77424,713.0,78137,39.18252114,308441.0
Maharashtra,10,Chopda ,2 JAGDISHCHANDRA RAMESH VALVI,MALE,57.0,ST,NCP,Clock,57002,606.0,57608,28.88806427,308441.0
Maharashtra,10,Chopda ,3 PRABHAKARAPPA GOTU SONAWANE,MALE,66.0,ST,IND,Bat,31932,527.0,32459,16.27686568,308441.0
Maharashtra,10,Chopda ,4 DR. BARELA  CHANDRAKANT JAMSING,MALE,36.0,ST,IND,Whistle,16984,101.0,17085,8.567431225,308441.0
Maharashtra,10,Chopda ,5 ADV. YAKUB  SAHEBU TADAVI,MALE,50.0,ST,BSP,Elephant,5341,28.0,5369,2.692334694,308441.0
Maharashtra,10,Chopda ,6 MADHURI KISHOR PATIL,FEMALE,43.0,ST,IND,Road Roller,4269,19.0,4288,2.150257249,308441.0
Maharashtra,10,Chopda ,8 ISHWARLAL SURESH KOLI (ALIAS NILESH SURESH KOLI),MALE,28.0,ST,IND,Pressure Cooker,1527,2.0,1529,0.766731188,308441.0
Maharashtra,10,Chopda ,9 DAGDU FATTU TADAVI,MALE,63.0,ST,IND,Cup & Saucer,760,8.0,768,0.385120701,308441.0
Maharashtra,11,Raver,1 CHAUDHARI SHIRISH MADHUKARRAO,MALE,60.0,GENERAL,INC,Hand,76497,1444.0,77941,38.3198293,293382.0
Maharashtra,11,Raver,2 HARIBHAU MADHAV JAWALE,MALE,66.0,GENERAL,BJP,Lotus,61931,401.0,62332,30.64563708,293382.0
Maharashtra,11,Raver,3 ANIL CHABILDAS CHAWADARI,MALE,50.0,GENERAL,IND,Television,44733,108.0,44841,22.04615627,293382.0
Maharashtra,11,Raver,4 HAJI SAYAD MUSHTAK SAYAD KAMARUDDIN,MALE,38.0,GENERAL,VBA,Gas Cylinder,6695,12.0,6707,3.297508309,293382.0
Maharashtra,11,Raver,5 VIVEK DEVIDAS THAKARE (BAPU DHOBI),MALE,43.0,GENERAL,AIMIM,Kite,3543,2.0,3545,1.742905465,293382.0
Maharashtra,11,Raver,6 GAYASODDIN SADARODDIN KAZI,MALE,65.0,GENERAL,IND,Almirah,2693,0.0,2693,1.324018171,293382.0
Maharashtra,11,Raver,8 D. D. WANI (PHOTOGRAPHER),MALE,54.0,GENERAL,IND,Camera,1333,0.0,1333,0.655371787,293382.0
Maharashtra,11,Raver,9 SANTOSH MADHUKAR DHIVARE,MALE,30.0,SC,BSP,Elephant,1102,2.0,1104,0.542783536,293382.0
Maharashtra,11,Raver,10 RAJARAM MADHAV SONAR,MALE,74.0,GENERAL,IND,Ring,493,0.0,493,0.242384314,293382.0
Maharashtra,11,Raver,11 SANJAY HAMID TADVI,MALE,40.0,ST,IND,Helicopter,461,0.0,461,0.226651458,293382.0
Maharashtra,12,Bhusawal ,1 Sanjay Waman Sawkare,MALE,50.0,SC,BJP,Lotus,81043,646.0,81689,54.2229214,307797.0
Maharashtra,12,Bhusawal ,2 Dr. Madhu Rajesh Manawatkar,FEMALE,44.0,SC,IND,Stethoscope,28400,275.0,28675,19.03367982,307797.0
Maharashtra,12,Bhusawal ,3 Jagan Deoram Sonawane,MALE,48.0,SC,NCP,Clock,20190,55.0,20245,13.43807665,307797.0
Maharashtra,12,Bhusawal ,4 Sunil Dada Surwade,MALE,37.0,SC,VBA,Gas Cylinder,6833,35.0,6868,4.558790341,307797.0
Maharashtra,12,Bhusawal ,6 Gita Prashant Khachane,FEMALE,27.0,SC,IND,Helicopter,2153,4.0,2157,1.431757537,307797.0
Maharashtra,12,Bhusawal ,7 Nilesh Amrut Suralkar,MALE,32.0,SC,MNS,Railway Engine,2085,10.0,2095,1.390603635,307797.0
Maharashtra,12,Bhusawal ,8 Satish Bhika Ghule,MALE,47.0,SC,IND,Television,1571,1.0,1572,1.043450556,307797.0
Maharashtra,12,Bhusawal ,9 Rakesh Sahebrao Wakade,MALE,34.0,SC,BSP,Elephant,970,0.0,970,0.64385944,307797.0
Maharashtra,12,Bhusawal ,10 Yamuna Dagadu Rote,FEMALE,65.0,SC,IND,Auto- Rickshaw,916,1.0,917,0.608679491,307797.0
Maharashtra,12,Bhusawal ,11 Kailash Gopal Ghule,MALE,40.0,SC,IUML,Cup & Saucer,881,1.0,882,0.585447449,307797.0
Maharashtra,12,Bhusawal ,12 Ajay Jivram Ingle,MALE,25.0,SC,BMUP,Cot,805,1.0,806,0.53500073,307797.0
Maharashtra,12,Bhusawal ,13 Nilesh Raju Devghatole,MALE,30.0,SC,IND,Football,501,0.0,501,0.332550082,307797.0
Maharashtra,13,Jalgaon City,1 Suresh Damu Bhole (Rajumama),MALE,54.0,GENERAL,BJP,Lotus,112569,741.0,113310,62.21482811,401328.0
Maharashtra,13,Jalgaon City,2 Abhishek shantaram patil,MALE,33.0,GENERAL,NCP,Clock,48211,253.0,48464,26.61000291,401328.0
Maharashtra,13,Jalgaon City,3 Shafi A. Nabi Shaikh,MALE,65.0,GENERAL,VBA,Gas Cylinder,6309,21.0,6330,3.475596699,401328.0
Maharashtra,13,Jalgaon City,5 Adv. Jamil Abdul Rauf Deshpande,MALE,51.0,GENERAL,MNS,Railway Engine,3457,24.0,3481,1.911303651,401328.0
Maharashtra,13,Jalgaon City,6 Ashok Shridhar Shimpi,MALE,50.0,GENERAL,BSP,Elephant,1209,5.0,1214,0.666567835,401328.0
Maharashtra,13,Jalgaon City,7 Shivram Magar Patil,MALE,61.0,GENERAL,IND,CCTV Camera,1165,4.0,1169,0.641859801,401328.0
Maharashtra,13,Jalgaon City,8 Vandana Prabhakar Patil,FEMALE,53.0,GENERAL,MAHKRS,DIAMOND,909,0.0,909,0.499102275,401328.0
Maharashtra,13,Jalgaon City,9 Lalit (BANTY) Gaurishankar Sharma,MALE,35.0,GENERAL,IND,Batsman,501,0.0,501,0.275082772,401328.0
Maharashtra,13,Jalgaon City,10 ANIL PITAMBAR WAGH (SIR),MALE,49.0,SC,IND,Laptop,416,4.0,420,0.230608312,401328.0
Maharashtra,13,Jalgaon City,11 Prof. Dr. ASHISH S. JADHAV (HAPPY MIRROR),MALE,36.0,GENERAL,IND,Almirah,387,3.0,390,0.21413629,401328.0
Maharashtra,13,Jalgaon City,12 Maya Budha Ahire,FEMALE,37.0,SC,IND,Helicopter,373,1.0,374,0.205351211,401328.0
Maharashtra,13,Jalgaon City,13 Gokul Ramesh Chavan,MALE,30.0,SC,IND,FLUTE,363,1.0,364,0.199860537,401328.0
Maharashtra,13,Jalgaon City,14 Surwade Gaurav Damodar,MALE,35.0,SC,BMUP,Cot,203,0.0,203,0.111460684,401328.0
Maharashtra,14,Jalgaon Rural,1 GULABRAO RAGHUNATH PATIL,MALE,53.0,GENERAL,SHS,Bow and Arrow,105261,534.0,105795,53.33403911,315672.0
Maharashtra,14,Jalgaon Rural,2 ATTARADE CHANDRASHEKHAR PRAKASH,MALE,42.0,GENERAL,IND,Tractor Chalata Kissan,58724,342.0,59066,29.77672247,315672.0
Maharashtra,14,Jalgaon Rural,3 PUSHPA DNYANESHWAR MAHAJAN,FEMALE,45.0,GENERAL,NCP,Clock,17892,70.0,17962,9.055116125,315672.0
Maharashtra,14,Jalgaon Rural,4 DESHMUKH JITENDRA BABURAO (RAVI BHAU),MALE,47.0,GENERAL,IND,Whistle,5822,8.0,5830,2.939056175,315672.0
Maharashtra,14,Jalgaon Rural,5 MUKUNDA ANANDA ROTE,MALE,40.0,GENERAL,MNS,Railway Engine,2631,4.0,2635,1.328372731,315672.0
Maharashtra,14,Jalgaon Rural,7 PRADIP BHIMRAO MOTIRAYA,MALE,30.0,SC,IND,Auto- Rickshaw,1362,0.0,1362,0.686619985,315672.0
Maharashtra,14,Jalgaon Rural,8 SAMBHAJI KADU KOLI,MALE,35.0,GENERAL,IND,Cup & Saucer,1129,0.0,1129,0.569158563,315672.0
Maharashtra,14,Jalgaon Rural,9 SANJAY PANNALAL BAVISKAR (KOLI),MALE,41.0,GENERAL,BSP,Elephant,903,2.0,905,0.456234278,315672.0
Maharashtra,14,Jalgaon Rural,10 DILIP RAJARAM PATIL (KADGAONKAR),MALE,62.0,GENERAL,PWPI,Cart,629,0.0,629,0.317095426,315672.0
Maharashtra,14,Jalgaon Rural,11 LAXMAN GANGARAM PATIL (LUCKY TAILOR),MALE,56.0,GENERAL,IND,Football,357,0.0,357,0.17997308,315672.0
Maharashtra,14,Jalgaon Rural,12 SONAWANE ISHWAR UTTAM,MALE,41.0,ST,IND,Bat,311,0.0,311,0.156783271,315672.0
Maharashtra,15,Amalner,1 Anil Bhaidas Patil,MALE,51.0,GENERAL,NCP,Clock,92641,1116.0,93757,50.70522319,293648.0
Maharashtra,15,Amalner,2 Shirish Dada Hiralal Chaudhari,MALE,49.0,GENERAL,BJP,Lotus,84121,1042.0,85163,46.05745622,293648.0
Maharashtra,15,Amalner,3 Shravan Dharma Vanjari,MALE,44.0,GENERAL,VBA,Gas Cylinder,1898,11.0,1909,1.032416471,293648.0
Maharashtra,15,Amalner,5 Anil (Daji) Bhaidas Patil,MALE,38.0,GENERAL,IND,Carrom Board,1058,3.0,1061,0.573805069,293648.0
Maharashtra,15,Amalner,6 Ankalesh Machindra Patil,MALE,43.0,GENERAL,MNS,Railway Engine,520,8.0,528,0.285550496,293648.0
Maharashtra,15,Amalner,7 Ramkrishna Vijay Bansode (Bhaiyasaheb),MALE,35.0,SC,BSP,Elephant,493,5.0,498,0.269326036,293648.0
Maharashtra,15,Amalner,8 Sandip Yuvraj Patil,MALE,30.0,GENERAL,IND,Whistle,487,0.0,487,0.263377067,293648.0
Maharashtra,16,Erandol,1 CHIMANRAO RUPCHAND PATIL,MALE,69.0,GENERAL,SHS,Bow and Arrow,81977,673.0,82650,46.33496847,280441.0
Maharashtra,16,Erandol,2 ANNASAHEB DR. SATISH BHASKARRAO PATIL,MALE,61.0,GENERAL,NCP,Clock,63995,653.0,64648,36.24274702,280441.0
Maharashtra,16,Erandol,3 SHIROLE GOVIND EKNATH,MALE,57.0,GENERAL,IND,Whistle,24503,84.0,24587,13.78388227,280441.0
Maharashtra,16,Erandol,4 GAUTAM MADHUKAR PAWAR,MALE,41.0,GENERAL,VBA,Gas Cylinder,2291,12.0,2303,1.29110021,280441.0
Maharashtra,16,Erandol,6 RAHUL RAGHUNATH PATIL,MALE,30.0,GENERAL,IND,Bat,791,2.0,793,0.444569026,280441.0
Maharashtra,16,Erandol,7 SANJAY LAXMAN LOKHANDE,MALE,48.0,GENERAL,BSP,Elephant,634,1.0,635,0.355991591,280441.0
Maharashtra,16,Erandol,8 PROF. PRATAPRAO RAMDAS PAWAR,MALE,68.0,GENERAL,IND,Tractor Chalata Kissan,506,0.0,506,0.283672039,280441.0
Maharashtra,16,Erandol,9 ABASAHEB CHIMANRAO PATIL,MALE,40.0,GENERAL,IND,Sewing Machine,257,1.0,258,0.144639103,280441.0
Maharashtra,17,Chalisgaon,1 Mangesh Ramesh Chavan,MALE,36.0,GENERAL,BJP,Lotus,85286,1229.0,86515,39.69433777,345660.0
Maharashtra,17,Chalisgaon,2 Deshmukh Rajiv Anil,MALE,48.0,GENERAL,NCP,Clock,81288,940.0,82228,37.72739994,345660.0
Maharashtra,17,Chalisgaon,3 Morsing Gopa Rathod,MALE,45.0,GENERAL,VBA,Gas Cylinder,38361,68.0,38429,17.631783,345660.0
Maharashtra,17,Chalisgaon,4 Dr.Vinod Murlidhar Kotkar,MALE,42.0,GENERAL,IND,Balloon,4533,84.0,4617,2.118346616,345660.0
Maharashtra,17,Chalisgaon,6 Rakesh Lalchand Jadhav,MALE,62.0,GENERAL,MNS,Railway Engine,1394,5.0,1399,0.641881507,345660.0
Maharashtra,17,Chalisgaon,7 Onkar Pitambar Kedar,MALE,38.0,SC,BSP,Elephant,1300,1.0,1301,0.596917684,345660.0
Maharashtra,17,Chalisgaon,8 Vinod Madhav Sonawane,MALE,61.0,SC,IND,Air Conditioner,1005,0.0,1005,0.461108588,345660.0
Maharashtra,17,Chalisgaon,9 Umesh Prakash Karpe,MALE,37.0,GENERAL,IND,Table,779,3.0,782,0.358792951,345660.0
Maharashtra,18,Pachora,1 Kishor Appa Patil,MALE,49.0,GENERAL,SHS,Bow and Arrow,74742,957.0,75699,37.58322287,315444.0
Maharashtra,18,Pachora,2 Amol Panditrao Shinde,MALE,41.0,GENERAL,IND,Cup & Saucer,73146,469.0,73615,36.5485535,315444.0
Maharashtra,18,Pachora,3 Dilip Onkar Wagh,MALE,54.0,GENERAL,NCP,Clock,44422,539.0,44961,22.32234618,315444.0
Maharashtra,18,Pachora,4 Naresh Pandit Patil,MALE,44.0,GENERAL,VBA,Gas Cylinder,3193,21.0,3214,1.595694504,315444.0
Maharashtra,18,Pachora,6 Rajendra Suresh Chaudhari (Rana),MALE,34.0,GENERAL,IND,Helicopter,947,0.0,947,0.470168854,315444.0
Maharashtra,18,Pachora,7 Santosh Fakira More,MALE,35.0,SC,BSP,Elephant,659,10.0,669,0.33214674,315444.0
Maharashtra,18,Pachora,8 Mango Pundalik Pagare,MALE,53.0,SC,BAHUMP,Whistle,588,0.0,588,0.291931664,315444.0
Maharashtra,19,Jamner	,1 Girish Dattatraya Mahajan,MALE,59.0,GENERAL,BJP,Lotus,113765,949.0,114714,54.94886595,308952.0
Maharashtra,19,Jamner	,2 Sanjay Bhaskarrao Garud,MALE,59.0,GENERAL,NCP,Clock,79022,678.0,79700,38.17689747,308952.0
Maharashtra,19,Jamner	,3 Bhimrao Namdeo Chavan,MALE,41.0,GENERAL,VBA,Gas Cylinder,6452,19.0,6471,3.09965751,308952.0
Maharashtra,19,Jamner	,4 Vijay Jagan Tanvar,MALE,41.0,GENERAL,RaJPa,Cauliflower,2118,0.0,2118,1.014537878,308952.0
Maharashtra,19,Jamner	,6 ‍Dr. Vijayanand Arun Kulkarni,MALE,52.0,GENERAL,MNS,Railway Engine,1435,4.0,1439,0.689291787,308952.0
Maharashtra,19,Jamner	,7 Shaktivardhan Shantaram Surwade,MALE,35.0,SC,BSP,Elephant,668,5.0,673,0.322372045,308952.0
Maharashtra,19,Jamner	,8 Gajanan Ramkrushna Mali,MALE,33.0,GENERAL,IND,Whistle,659,0.0,659,0.31566594,308952.0
Maharashtra,19,Jamner	,9 Pavan Pandurang Bande,MALE,28.0,GENERAL,IND,Cup & Saucer,513,1.0,514,0.246209853,308952.0
Maharashtra,19,Jamner	,10 Vasant Ramu Ingale,MALE,26.0,GENERAL,IND,Bat,372,0.0,372,0.178190789,308952.0
Maharashtra,20,Muktainagar ,1 Chandrakant Nimba Patil,MALE,46.0,GENERAL,IND,Tractor Chalata Kissan,90698,394.0,91092,46.4234023,290175.0
Maharashtra,20,Muktainagar ,2 Khadse Rohini Eknathrao,FEMALE,36.0,GENERAL,BJP,Lotus,88367,768.0,89135,45.42605239,290175.0
Maharashtra,20,Muktainagar ,3 Rahul Ashok Patil,MALE,31.0,GENERAL,VBA,Gas Cylinder,9715,36.0,9751,4.969422077,290175.0
Maharashtra,20,Muktainagar ,5 Bhagawan Damu Ingale,MALE,59.0,SC,BSP,Elephant,1583,2.0,1585,0.807766792,290175.0
Maharashtra,20,Muktainagar ,6 Sanju Kadu Ingale,MALE,38.0,SC,BMUP,Cot,1401,2.0,1403,0.71501376,290175.0
Maharashtra,20,Muktainagar ,7 Jyoti Mahendra Patil,FEMALE,26.0,GENERAL,IND,Spanner,888,0.0,888,0.452553257,290175.0
Maharashtra,20,Muktainagar ,8 Sanjay Pralhad Kandelkar,MALE,45.0,GENERAL,IND,Cup & Saucer,560,0.0,560,0.285393946,290175.0
Maharashtra,21,Malkapur,1 Ekade Rajesh Panditrao,MALE,54.0,GENERAL,INC,Hand,85576,700.0,86276,46.32218714,268718.0
Maharashtra,21,Malkapur,2 Chainsukh Madanlal Sancheti,MALE,65.0,GENERAL,BJP,Lotus,71352,540.0,71892,38.59931705,268718.0
Maharashtra,21,Malkapur,3 Dr. Nandurkar Nitin Vasantrao,MALE,53.0,GENERAL,VBA,Gas Cylinder,12476,73.0,12549,6.73764577,268718.0
Maharashtra,21,Malkapur,4 Gawhad Vijay Pralhad,MALE,35.0,GENERAL,IND,Bangles,9868,8.0,9876,5.302493396,268718.0
Maharashtra,21,Malkapur,6 Pramod Yadav Tayade,MALE,35.0,SC,BSP,Elephant,1015,6.0,1021,0.548182033,268718.0
Maharashtra,21,Malkapur,7 Ab. Majid Qureshi Ab. Kadir,MALE,65.0,GENERAL,IND,Slate,620,13.0,633,0.339862122,268718.0
Maharashtra,21,Malkapur,8 Baliram Krushna Dhade,MALE,28.0,GENERAL,IND,Cup & Saucer,599,1.0,600,0.322144192,268718.0
Maharashtra,21,Malkapur,9 Shaikh Aabid Shaikh Bashir,MALE,37.0,GENERAL,IND,Bat,539,2.0,541,0.29046668,268718.0
Maharashtra,21,Malkapur,10 Avkash Kailas Borse,MALE,26.0,GENERAL,IND,Whistle,460,4.0,464,0.249124842,268718.0
Maharashtra,21,Malkapur,11 Pravin Ramesh Gawande,MALE,37.0,GENERAL,IND,Auto- Rickshaw,309,1.0,310,0.166441166,268718.0
Maharashtra,21,Malkapur,12 Datta Gajanan Yenkar,MALE,25.0,GENERAL,IND,Ludo,235,1.0,236,0.126710049,268718.0
Maharashtra,22,Buldhana,1 SANJAY RAMBHAU GAIKWAD,MALE,53.0,GENERAL,SHS,Bow and Arrow,67038,747.0,67785,37.82687307,306272.0
Maharashtra,22,Buldhana,2 VIJAY HARIBHAU SHINDE,MALE,54.0,GENERAL,VBA,Gas Cylinder,41173,537.0,41710,23.27592942,306272.0
